mac,mac_vendor,mac_vendor_address,mac_vendor_address2,mac_vendor_country
"00:24:1e*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"00:24:25*","Shenzhenshi chuangzhicheng Technology Co.,Ltd","5th Floor,Block2,25th Building,Industrial Zone West Keyuan Sci-tech Garden Nanshan Districh,Shenzhen","Shenzhen  Guangdong  518057","CN"
"00:24:be*","Sony Corporation","Gotenyama Tec. 5-1-12","Shinagawa-ku  Tokyo  141-0001","JP"
"00:24:b9*","Wuhan Higheasy Electronic Technology Development Co.Ltd","Bldg A2 Optics Valley Software Park,Guanshan 1st Rd,","Wuhan  Hubei  430033","CN"
"00:24:b4*","ESCATRONIC GmbH","Wuerzburger Str. 8","Laatzen  Lower Saxony  30880","DE"
"00:24:af*","EchoStar Technologies","94 Inverness Circle","Englewood  CO  80112","US"
"00:24:ad*","Adolf Thies Gmbh & Co. KG","Hauptstraße 76","Göttingen    37083","DE"
"00:24:a8*","ProCurve Networking by HP","60 Alexandra Terrace","118502","SG"
"00:24:19*","Private","","",""
"00:24:12*","Benign Technologies Co, Ltd.","504 room, 5F, South building, Forsafe Tower,","Shenzhen  Guangdong  518057","CN"
"00:24:0c*","DELEC GmbH","Ruheweg 17-21","Göllheim  Rheinland-Pfalz  67307","DE"
"00:24:06*","Pointmobile","301,World Meridian Verture Center-1 60-24","Seoul  Geumcheon-gu  153781","KR"
"00:25:0f*","On-Ramp Wireless, Inc.","16885 West Bernardo Drive","San Diego  CA  92127","US"
"00:25:03*","IBM Corp","2051 Mission College Blvd ","Santa Clara  CA  95054","US"
"00:25:0a*","Security Expert Co. Ltd","8F-3, No.2, Jian 8th Rd.,","Jhonghe  Taipei  235","TW"
"00:24:fc*","QuoPin Co., Ltd.","#109, R&D Center for Advanced Technology 68 Yatap-dong Bundang-gu","Seongnam  Kyungki-do  463-816","KR"
"00:24:fe*","AVM GmbH","Alt-Moabit 95","Berlin    10559","DE"
"00:24:f7*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:23:f9*","Double-Take Software, INC.","8470 Allison Pointe Blvd","Indianapolis  IN  46250","US"
"00:23:fa*","RG Nets, Inc.","316 California Ave.","Reno  NV  89501","US"
"00:23:ff*","Beijing HTTC Technology Ltd.","B-13D-3 Keshi Building,Jia No.28 Xinxi Road,SHANGDI IT Industry Base","Beijing    100085","CN"
"00:23:f4*","Masternaut","4, rue Charles Cros","Louviers    27407","FR"
"00:23:ea*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:23:e4*","IPnect co. ltd.","808 albatross B/D 237-18","Seoul    153-801","KR"
"00:23:b2*","Intelligent Mechatronic Systems Inc","161 Roger Street","Waterloo  Ontario  N2J 1B1","CA"
"00:23:ac*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:23:a0*","Hana CNS Co., LTD.","Taejang-dong 1720-52 Taejang-NongGong-Danji","Wonju  Gangwon-do  220-962","KR"
"00:23:a5*","SageTV, LLC","9800 S. La Cienega Blvd","Inglewood  CA  90301","US"
"00:23:9f*","Institut für Prüftechnik","Schulstraße 3","Todtenweis  Bayern  86447","DE"
"00:23:99*","VD Division, Samsung Electronics Co.","416, Maetan-3dong, yeongtong-gu, Suwon-city","443-742","KR"
"00:23:93*","AJINEXTEK","9-3, Holimdong, Dalseogu","Daegu    704-240","KR"
"00:23:8f*","NIDEC COPAL CORPORATION","2-18-10,SHIMURA","ITABASHI-KU  TOKYO  174-8550","JP"
"00:22:c3*","Zeeport Technology Inc.","1F,No231,Xianzheng 2nd Rd.","HsinChu  Taiwan  300","TW"
"00:22:c7*","SEGGER Microcontroller GmbH & Co. KG","In den Weiden 11","Hilden  NRW  40721","DE"
"00:22:bd*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:22:b6*","Superflow Technologies Group","4060 Dixon Street","Des Moines  IA  50266","US"
"00:22:b1*","Elbit Systems","p.o.b. 539","Haifa    36925","IL"
"00:22:aa*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"00:22:a4*","2Wire","1764 Automation Parkway","San Jose  CA  95131","US"
"00:22:a3*","California Eastern Laboratories","4590 Patrick Henry Dr.","Santa Clara  CA  95054","US"
"00:22:9e*","Social Aid Research Co., Ltd.","South 3, West 10, Chuo-ku","Sapporo  Hokkaido  060-0063","JP"
"00:22:91*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:22:92*","Cinetal","8651 Castle Park","Indianapolis  IN  46256","US"
"00:22:97*","XMOS Semiconductor","Venturers House","Bristol    BS1 4PB","GB"
"00:22:8b*","Kensington Computer Products Group","333 Twin Dolphin Dr.","Redwood Shores  CA  94065","US"
"00:22:84*","DESAY A&V SCIENCE AND TECHNOLOGY CO.,LTD","DESAY 3rd Zone,Chenjiang,","Huizhou  Guangdong  516229","CN"
"00:22:7f*","Ruckus Wireless","880 West Maude Ave.","Sunnyvale  CA  94085","US"
"00:22:77*","NEC Australia Pty Ltd","649-655 Springvale Rd","Mulgrave  Victoria  3170","AU"
"00:22:6d*","Shenzhen GIEC Electronics Co., Ltd.","24/F, XiNian Center, ShenNan Road 6021#, Futian District","Shenzhen  Guangdong Province  518040","CN"
"00:22:63*","Koos Technical Services, Inc.","1025 Greenwood Blvd.","Lake Mary  FL  32746","US"
"00:22:fa*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"00:23:01*","Witron Technology Limited","6/F, Xin Rui Building, 32 Tao Hua Road, Futian Free Trade Zone,","Shenzhen  86","CN"
"00:22:f7*","Conceptronic","Databankweg 7","AMERSFOORT  utrecht  3821 AL","NL"
"00:22:ea*","Rustelcom Inc.","Garagniy proezd, 1","St.-Petersburg    192288","RU"
"00:22:f0*","3 Greens Aviation Limited","10 Hedingham Close","Macclesfield    SK10 3LZ","GB"
"00:22:e9*","ProVision Communications","1 Portland Square","Bristol    BS2 8RR","GB"
"00:22:e4*","APASS TECHNOLOGY CO., LTD.","2F, No. 267, Sec. 3, Chengde Rd.,","TEIPEI    113","TW"
"00:22:dd*","Protecta Electronics Ltd","Kesmark str 7/A","Budapest  Hungary  1158","HU"
"00:22:d7*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"00:22:d8*","Shenzhen GST Security and Safety Technology Limited","Room 502,Building 6 of Kupai Infomation Harbour,","Shenzhen  Guangdong  518040","CN"
"00:22:d1*","Albrecht Jung GmbH & Co. KG","Volmestraße 1","Schalksmühle  NRW  58579","DE"
"00:23:8b*","Quanta Computer Inc.","NO. 211, WEN HWA 2RD.,KUEI SHAN HSIANG, TAO YUAN SHIEN,","TAIPEI  TAIWAN  333","TW"
"00:23:85*","ANTIPODE","5 RUE DE DOUAI","PARIS  ILE DE FRANCE  75009","FR"
"00:23:7e*","ELSTER GMBH","KUHLMANNSTRASSE 10","HAMELN    31785","DE"
"00:23:7f*","PLANTRONICS, INC.","345 ENCINAL STREET","SANTA CRUZ  CALIFORNIA  95060","US"
"00:23:79*","Union Business Machines Co. Ltd.","Unit 2, 2/F, Block A, Hong Kong Industrial Centre,","Lai Chi Kok  Kowloon  ","HK"
"00:23:76*","HTC Corporation","No.23 Xinghua Road","Taoyuan County    330","TW"
"00:23:75*","ARRIS Group, Inc.","3871 Lakefield Drive","Suwanee  GA  30024","US"
"00:23:63*","Zhuhai RaySharp Technology Co., Ltd.","No.119 of Huawei Road, Qianshan Science & Technology Park,","Zhuhai  Guangdong  519070","CN"
"00:23:64*","Power Instruments Pte Ltd","BLK 40 TOH GUAN RD EAST, #01-62 ENTERPRISE HUB","608582","SG"
"00:23:69*","Cisco-Linksys, LLC","121 Theory Drive","Irvine  California  92612","US"
"00:23:70*","Snell","Hartman House","Reading  Berks  RG6 4PB","GB"
"00:22:40*","Universal Telecom S/A","Avenida Paulista, 2444 - 17 andar","São Paulo    01310-300","BR"
"00:22:33*","ADB Broadband Italia","VIALE SARCA 222","MILANO    20126","IT"
"00:22:2d*","SMC Networks Inc.","20 Mason","Irvine  CA  92618","US"
"00:22:2e*","maintech GmbH","Seeweg 60","Höchberg  Bavaria  97204","DE"
"00:22:21*","ITOH DENKI CO,LTD.","1146-2, Asazuma-cho","Kasai  Hyogo  679-0180","JP"
"00:22:1b*","Morega Systems","5770 Hurontario Street","Mississauga  Ontario  L5R 3G5","CA"
"00:22:20*","Mitac Technology Corp","9th Fl., #75, Min-sheng E. Road, Sec. 3,","Taipei    104","TW"
"00:22:27*","uv-electronic GmbH","Grosswiesenstraße 20","Durchhausen  Baden-Württemberg  78591","DE"
"00:22:14*","RINNAI KOREA","560-2, Shibjong-1dong, Pupyoung-gu","Pupyoung-gu  Incheon  403-847","KR"
"00:23:5d*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:23:56*","Packet Forensics LLC","420 S Smith Rd","Tempe  AZ  85281","US"
"00:23:51*","2Wire","1764 Automation Parkway","San Jose  CA  95131","US"
"00:23:4a*","Private","","",""
"00:23:44*","Objective Interface Systems, Inc.","220 Spring Street, Suite 530","Herndon  VA  20170-6201","US"
"00:23:43*","TEM AG","Triststrasse 8","Chur    7007","CH"
"00:23:3e*","Alcatel-Lucent-IPD","701 E. Middlefield Rd.","Mountain View  CA  94043","US"
"00:23:37*","Global Star Solutions ULC","4600 Jacombs Road","Richmond  BC  V6V 3B1","CA"
"00:23:31*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"00:22:5f*","Liteon Technology Corporation","4F,90,Chien 1 Road,ChungHo,Taipei Hsien,Taiwan,","TaiPei  TaiWan  23585","TW"
"00:22:67*","Nortel Networks","2221 Lakeside Blvd","Richardson  TX  75081","US"
"00:22:59*","Guangzhou New Postcom Equipment Co.,Ltd.","No.3Ã‚Â¡Ã‚Â¡Guangpuxi Road,Guangzhou Science City,","Guangzhou  Guangdong  510663","CN"
"00:22:53*","Entorian Technologies","8900 Shoal Creek Blvd","Austin  TX  78757","US"
"00:22:50*","Point Six Wireless, LLC","2333 Alumni Park Plaza","Lexington  KY  40517","US"
"00:22:49*","HOME MULTIENERGY SL","Capitán HAYA 1","MADRID    28020","ES"
"00:22:4a*","RAYLASE AG","Argelsrieder Feld 2-4","Wessling  Bavaria  82234","DE"
"00:23:2b*","IRD A/S","Kullinggade 31","Svendborg  Fyn  5700","DK"
"00:23:1c*","Fourier Systems Ltd.","16 Hamelacha St","Rosh Haayin    48091","IL"
"00:23:1b*","Danaher Motion - Kollmorgen","201 W. Rock Road","Radford  VA  24141","US"
"00:23:13*","Qool Technologies Ltd.","Gotanda Chuo Bldg 8f, 2-3-5","Shinagawa-ku  Tokyo  141-0022","JP"
"00:23:14*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"00:23:0d*","Nortel Networks","2221 Lakeside Blvd","Richardson  TX  75081","US"
"00:21:4d*","Guangzhou Skytone Transmission Technology Com. Ltd.","3/F West, Block 4, Huangzhou","Guangzhou  Guangdong  510660","CN"
"00:21:47*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"00:21:48*","Kaco Solar Korea","Chung-won-ku Sang-dea-won-dong 333-1","Songnam  Kyung-kido  462-806","KR"
"00:21:3f*","A-Team Technology Ltd.","Rm. 1608, 16/F., Metropole Square,","New Territories,    ","HK"
"00:21:39*","Escherlogic Inc.","1481 Rosebank Rd.","Pickering  Ontario  L1V 1P3","CA"
"00:21:34*","Brandywine Communications","1153 Warner Ave","Tustin  CA  92780","US"
"00:21:2f*","Phoebe Micro Inc.","47606 Kato Rd","Fremont  CA  94538","US"
"00:21:29*","Cisco-Linksys, LLC","121 Theory Drive","Irvine  California  92612","US"
"00:21:2a*","Audiovox Corporation","150 Marcus Blvd","Hauppauge  NY  11788","US"
"00:1f:fd*","Indigo Mobile Technologies Corp.","11F, No22, Lan407,TiDing Blvd Section2, Neihu Technology Park","Taipei City    114","TW"
"00:1f:f8*","Siemens AG, Sector Industry, Drive Technologies, Motion Control Systems","Frauenauracherstraße 80","Erlangen  Bavaria  91056","DE"
"00:1f:f1*","Paradox Hellas S.A.","3 Korinthoy St","Athens  Attiki  14451","GR"
"00:1f:ec*","Synapse Électronique","1010, 7e Avenue","Grand-Mère  Québec  G9T 2B8","CA"
"00:1f:e5*","In-Circuit GmbH","Königsbrücker Strasse 69","Dresden    01099","DE"
"00:1f:de*","Nokia Danmark A/S","Frederikskaj","Copenhagen V    DK-1790","DK"
"00:1f:d9*","RSD Communications Ltd","8 Borrowmeadow Road","Stirling  Scotland  FK7 7UW","GB"
"00:1f:d4*","4IPNET, INC.","38129 CAMBRIDGE COURT","FREMONT  CA  94536","US"
"00:1f:cf*","MSI Technology GmbH","Hanauer Landstraße 328-330","Frankfurt am Main  Hessen  60314","DE"
"00:1f:c3*","SmartSynch, Inc","4400 Old Canton Rd","Jackson  MS  39211","US"
"00:1f:c8*","Up-Today Industrial Co., Ltd.","7/F., Unify Commercial & Industrial Building","Kowloon    ","HK"
"00:1f:c1*","Hanlong Technology Co.,LTD","2402 West Tower Building, Fuxin International Building,","Nanjing  Jiangsu  210002","CN"
"00:1f:c2*","Jow Tong Technology Co Ltd","46 Lane 337 Chung Cheng Rd","Yung Kang City  Tainan County  71066","TW"
"00:1f:bc*","EVGA Corporation","2900 Saturn St.","Brea  CA  92821","US"
"00:1f:b0*","TimeIPS, Inc.","3522 N Comotara St","Wichita  KS  67226","US"
"00:1f:b5*","I/O Interconnect Inc.","1202 E Wakeham Ave","Santa Ana  CA  92708","US"
"00:21:d2*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"00:21:d8*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:21:cc*","Flextronics International","Stretton Green Distribution Centre Langford Way","Warrington  Cheshire  WA4 4TQ","GB"
"00:21:c5*","3DSP Corp","16271 Laguna Canyon Road","Irvine,  CA  92618","US"
"00:21:bf*","Hitachi High-Tech Control Systems Corporation","500,Miyu-cho","Mito-shi  Ibaraki-ken  319-0316","JP"
"00:21:c0*","Mobile Appliance, Inc.","#819 Kranz Techno,","Seong nam  Gyeonggi-Do  462-729","KR"
"00:21:b9*","Universal Devices Inc.","5353 Yarmouth Ave. #209","Encino  CA  91316","US"
"00:21:b3*","Ross Controls","One Ross Way","Lavonia  GA  30553","US"
"00:21:b2*","Fiberblaze A/S","Kildevangsvej 9","Roskilde    4000","DK"
"00:21:ad*","Nordic ID Oy","Myllyojankatu 2A","SALO    FIN-24100","FI"
"00:22:0e*","Indigo Security Co., Ltd.","2nd Floor, 277-169 Sungsoo2-Ga, Sungdong-Gu","Seoul    133-832","KR"
"00:22:08*","Certicom Corp","5520 Explorer Drive, 4th Floor","Mississauga  ON  L4W 5L1","CA"
"00:22:01*","Aksys Networks Inc","428, 3553 - 31 Street NW","Calgary    T2L 2K7","CA"
"00:21:fc*","Nokia Danmark A/S","Frederikskaj","Copenhagen V    DK-1790V","DK"
"00:21:f7*","HPN Supply Chain","8000 Foothills Blvd","Roseville  CA  95747","US"
"00:21:f1*","Tutus Data AB","Svardvagen 11","Danderyd  Stockholm  18233","SE"
"00:21:f2*","EASY3CALL Technology Limited","Room 1903-6, 19/F., HING YIP Commercial Centre","Hong Kong    999077","CN"
"00:21:eb*","ESP SYSTEMS, LLC","1422 East Fourth Street","Charlotte  NC  28204","US"
"00:21:e5*","Display Solution AG","Talhofstraße 32a","Gilching  D  82205","DE"
"00:21:e4*","I-WIN","27 Rue des Econdeaux","EPINAY SUR SEINE  Seine Saint Denis  93800","FR"
"00:21:df*","Martin Christ GmbH","An der Unteren Soese 50","Osterode  Niedersachsen  37520","DE"
"00:21:23*","Aerosat Avionics","62 State Rd.","Amherst  NH  03031","US"
"00:21:1c*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:21:17*","Tellord","Gurogu Gurodong 170-5 Woolim e-Biz Center 709","Seoul    152-050","KR"
"00:21:10*","Clearbox Systems","Suite 2, Level 2","Macquarie Park  NSW  2113","AU"
"00:21:06*","RIM Testing Services","440 Phillip Street","Waterloo  ON  N2L 5R9","CA"
"00:1f:ff*","Respironics, Inc.","1740 Golden Mile Highway","Monroeville  PA  15146","US"
"00:1f:fe*","HPN Supply Chain","8000 Foothills Blvd","Roseville  CA  95747","US"
"00:21:00*","GemTek Technology Co., Ltd.","No.1 Jen Ai Road, Hsinchu Industrial Park,","Hukou,  Hsinchu  303","TW"
"00:1f:a9*","Atlanta DTH, Inc.","5388 New Peachtree Rd","Chamblee  GA  30341","US"
"00:1f:9f*","Thomson Telecom Belgium","Prins Boudewijnlaan 47","Edegem  Antwerp  B-2650","BE"
"00:1f:93*","Xiotech Corporation","6455 Flying Cloud Drive","Eden Prairie  MN  55344","US"
"00:1f:98*","DAIICHI-DENTSU LTD.","OOMORI 690-1","KANI  GIFU  509-0238","JP"
"00:1f:8c*","CCS Inc.","Shimodachiuri-agaru","Kyoto  Kyoto  602-8011","JP"
"00:1f:8a*","Ellion Digital Inc.","Suite 809, Sicox Tower, 513-14, Sangdaewon-dong, Jungwon-gu","Sungnam-city  Kyonggi-do  426-726","KR"
"00:1f:83*","Teleplan Technology Services Sdn Bhd","2580, Tingkat Perusahaan 4B","Perai  Penang  13600","MY"
"00:21:79*","IOGEAR, Inc.","23 Hubble","Irvine  CA  92618","US"
"00:21:73*","Ion Torrent Systems, Inc.","37 Soundview Rd","Guilford  CT  06437","US"
"00:21:6d*","Soltech Co., Ltd.","#30-3,3F","Yongsan Ku  Seoul  140837","KR"
"00:21:6c*","ODVA","4220 Varsity Drive","Ann Arbor  MI  48108-5006","US"
"00:21:67*","HWA JIN T&I Corp.","5F., SEHWA Bldg 164-24, Poi-dong, Gangnam-gu, Seoul, Korea","Gangnam-gu  Seoul  135-960","KR"
"00:21:60*","Hidea Solutions Co. Ltd.","4F, Do&Can house Dldg., #656-1683, Seongsu 1-ga 2-dong, Seongdong-gu","Seoul    656-1683","KR"
"00:21:5a*","Hewlett-Packard Company","20555 State Highway 249","Houston  TX  77070","US"
"00:21:54*","D-TACQ Solutions Ltd","James Watt Building","East Kilbride  Lanarkshire  G75 0QD","GB"
"00:21:a6*","Videotec Spa","Via Friuli,6","Schio  Vicenza  36015","IT"
"00:21:a0*","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"00:21:9c*","Honeywld Technology Corp.","No.40,Hsueh-Fu Rd.","Hsinchu    300","TW"
"00:21:92*","Baoding Galaxy Electronic Technology  Co.,Ltd","NO.91 Fengfan Rd.,GaoKai District,Baoding City,Hebei Prov.China 071051","Baoding City  Hebei Prov.  071051","CN"
"00:21:8c*","TopControl GMBH","Enzenbergweg 24/A","Terlan (BZ)    39018","IT"
"00:21:86*","Universal Global Scientific Industrial Co., Ltd","141, Lane 351, Sec.1, Taiping Road,","NANTOU    54261","TW"
"00:21:7f*","Intraco Technology Pte Ltd","750e Chai Chee Road #05-01","Singapore    4690005","SG"
"00:21:7a*","Sejin Electron, Inc.","SJ Technoville","Seoul    153-801","KR"
"00:1f:16*","Wistron Corporation","21F, 88, Sec.1, Hsin Tai Wu Rd., Hsichih,","Taipei Hsien    221","TW"
"00:1f:11*","OPENMOKO, INC.","7F, No 300, Yang Guang Street","Taipei    11491","TW"
"00:1f:0b*","Federal State Unitary Enterprise Industrial UnionElectropribor","Penza    440011","RU",""
"00:1e:ff*","Mueller-Elektronik GmbH & Co. KG","Franz-Kleine-Str. 18","Salzkotten  NRW  33154","DE"
"00:1f:06*","Integrated Dispatch Solutions","645 Mountain Ave","Wyckoff  NJ  07481","US"
"00:1f:05*","iTAS Technology Corp.","No. 75, Shuiyuan St.","Hsinchu City    30069","TW"
"00:1f:7e*","ARRIS Group, Inc.","3871 Lakefield Drive","Suwanee  GA  30024","US"
"00:1f:7a*","WiWide Inc.","10B10, Hua Jie Plaza","Beijing    100089","CN"
"00:1f:70*","Botik Technologies LTD","Trudovaya, 1","Pereslavl-Zalessky  Yaroslavskaya  152020","RU"
"00:1f:75*","GiBahn Media","1816 Rosedale Suseo-dong","Seoul    135-885","KR"
"00:1f:64*","Beijing Autelan Technology Inc.","Room B-12B01, Keshi Plaza, Xinxi road,","Beijing    100085","CN"
"00:1f:6b*","LG Electronics","60-39,Kasan-dong,Kumchon-ku","Seoul    153-801","KR"
"00:1f:5d*","Nokia Danmark A/S","Frederikskaj","Copenhagen V    DK-1790V","DK"
"00:1f:5e*","Dyna Technology Co.,Ltd.","HaoHai Building 1F,No.7,5th Street,Shangdi,","Beijing    100085","CN"
"00:1f:58*","EMH Energiemesstechnik GmbH","Vor dem Hassel 2","Brackel    21438","DE"
"00:1f:4c*","Roseman Engineering Ltd","65 Weizman Street","Givataim  Israel  53468","IL"
"00:1f:51*","HD Communications Corp","2180 Fifth Ave","Ronkonkoma  NY  11779","US"
"00:1f:4b*","Lineage Power","3000 Skyline Dr.","Mesquite  TX  75149","US"
"00:1f:45*","Enterasys","50 Minuteman Road","Andover  MA  01810","US"
"00:1f:36*","Bellwin Information Co. Ltd.,","No.336, Beitun Rd., Beitun Dist.,","Taichung    406","TW"
"00:1f:3c*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"00:1f:35*","AIR802 LLC","1169 Banyon Court","Naperville  IL  60540","US"
"00:1f:30*","Travelping","Chemnitz  Saxony  09113","DE",""
"00:1f:29*","Hewlett-Packard Company","20555 State Highway 249","Houston  TX  77070","US"
"00:1f:23*","Interacoustics","Drejervaenget 8","Assens  DK  5610","DK"
"00:1f:24*","DIGITVIEW TECHNOLOGY CO., LTD.","NO. 14-22, TIAN-FU ,","TAIPEI COUNTY    237","TW"
"00:1f:1d*","Atlas Material Testing Technology LLC","4114 N. Ravenswood Ave.","Chicago  IL  60613","US"
"00:1e:60*","Digital Lighting Systems, Inc","12302 Sw 128th ct,   #105","Miami  FL  33186","US"
"00:1e:59*","Silicon Turnkey Express, LLC","749 Miner Road","Highland Heights  Ohio  44143","US"
"00:1e:5a*","ARRIS Group, Inc.","3871 Lakefield Drive","Suwanee  GA  30024","US"
"00:1e:54*","TOYO ELECTRIC Corporation","1-39 HIKISAWA","KASUGAI  AICHI  480-0393","JP"
"00:1e:4d*","Welkin Sciences, LLC","102 S. Tejon St, Suite 200","Colorado Springs  CO  80903","US"
"00:1e:48*","Wi-Links","332 Ayiou street","Limassol    3725","CY"
"00:1e:43*","AISIN AW CO.,LTD.","6-18 HARAYAMA","OKAZAKI  AICHI  444-8564","JP"
"00:1e:3e*","KMW Inc.","65 Youngchun-ri, Dongtan-myun","Hwasung-si  Kyungki-do  445-813","KR"
"00:1e:37*","Universal Global Scientific Industrial Co., Ltd.","141, LANE 351,SEC.1, TAIPING RD.","TSAOTUEN,  NANTOU  54261","TW"
"00:1e:f3*","From2","2F, Mester inc","Daejeon    306-230","KR"
"00:1e:f8*","Emfinity Inc.","1305 Kelly Lake Road","Sudbury  Ontario  P3E5P5","CA"
"00:1e:ec*","COMPAL INFORMATION (KUNSHAN) CO., LTD.","NO. 25, THE 3RD Street","KUNSHAN CITY  SUZHOU PROVINCE  215300","CN"
"00:1e:e6*","Shenzhen Advanced Video Info-Tech Co., Ltd.","Tianxiang 11A,  Tian'an Cyber Park , Futian","Shenzhen  Guangdong  518048","CN"
"00:1e:e0*","Urmet Domus SpA","Via Bologna 188/C","Torino  TO  I-10154","IT"
"00:1e:db*","Giken Trastem Co., Ltd.","4-1 Takeda Dankawaracho Fushimiku","Kyoto    612-8414","JP"
"00:1e:d6*","Alentec & Orion AB","Grustagsvägen 4","138 40  ÄLTA  ","SE"
"00:1e:cf*","PHILIPS ELECTRONICS UK LTD","PHILIPS CENTRE","GUILDFORD  SURREY  GU2 8XH","GB"
"00:1e:ca*","Nortel","8200 Dixie Road, Suite 100","Brampton  Ontario  L6T 5P6","CA"
"00:1e:c9*","Dell Inc","One Dell Way,  MS RR5-45","Round Rock  Texas  78682","US"
"00:1e:92*","JEULIN S.A.","ZI N°1","Evreux    F27019","FR"
"00:1e:89*","CRFS Limited","Building 7200","Waterbeach  Cambridgeshire  CB25 9TL","GB"
"00:1e:7d*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"00:1e:84*","Pika Technologies Inc.","535 Legget Drive","Ottawa  Ontario  K2K 3B8","CA"
"00:1e:83*","LAN/MAN Standards Association (LMSC)","C/O IEEE Standards Association","Piscataway  NJ  08855-1331","US"
"00:1e:6c*","Opaque Systems","4820 Fisher Road","Athens  OH  45701","US"
"00:1e:67*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"00:1e:c3*","Kozio, Inc.","2015 Ionosphere Street","Longmont  CO  80504","US"
